1979071900 -0.1779 -0.4015
1981070200 -0.1396 -0.3635
1981070300 -0.1794 -0.4080
1982070100 -0.2123 -0.3890
1982070200 -0.1489 -0.3265
1984072800 -0.2143 -0.4580
1984072900 -0.1548 -0.4070
1985060100 -0.1582 -0.3965
1985071400 -0.1445 -0.4235
1987081300 -0.1608 -0.3970
1987081400 -0.1549 -0.3755
1988060300 -0.1970 -0.3720
1988062800 -0.1479 -0.3680
1988071500 -0.1450 -0.3760
1988072400 -0.1861 -0.4140
1988081100 -0.1403 -0.2850
1988082500 -0.1389 -0.2630
1989070300 -0.2512 -0.4880
1989072000 -0.1474 -0.4420
1989081900 -0.1474 -0.3010
1989082000 -0.1690 -0.3170
1989082100 -0.1711 -0.3140
1989082900 -0.1695 -0.2930
1990060100 -0.1712 -0.3920
1990060200 -0.2229 -0.4470
1990070100 -0.1935 -0.4250
1990070200 -0.1786 -0.4200
1990071700 -0.1588 -0.4640
1990080700 -0.1675 -0.3550
1991060100 -0.1531 -0.2700
1991070700 -0.1386 -0.5080
1991071400 -0.2127 -0.4760
1992070100 -0.1666 -0.3520
1992070200 -0.1494 -0.3410
1993070100 -0.1816 -0.4590
1993080200 -0.1346 -0.3140
1993080300 -0.1912 -0.3740
1993082800 -0.1524 -0.3250
1994060300 -0.1893 -0.3680
1994070200 -0.1482 -0.3410
1995070700 -0.1570 -0.5020
1996070100 -0.1501 -0.3610
1996070300 -0.1675 -0.3930
1996071400 -0.1409 -0.3850
1997060100 -0.1981 -0.3170
1997060200 -0.1778 -0.2930
1997072500 -0.1664 -0.3960
1997073100 -0.1931 -0.4630
1997080100 -0.1375 -0.4110
1997082500 -0.1630 -0.3180
1997082600 -0.1680 -0.3290
1998081500 -0.1613 -0.3330
1999060100 -0.2207 -0.3970
1999060200 -0.1899 -0.3720
1999060900 -0.1409 -0.3430
1999062200 -0.1406 -0.4830
1999062300 -0.1944 -0.5290
1999083000 -0.1355 -0.2780
2000072900 -0.2054 -0.5000
2000073000 -0.1700 -0.4610
2001061400 -0.1428 -0.3950
2002070100 -0.1481 -0.3800
2002072800 -0.1407 -0.4400
2003070100 -0.1638 -0.4040
2003070200 -0.2110 -0.4520
2003080300 -0.1538 -0.3920
2004060100 -0.1594 -0.2640
2004070300 -0.2184 -0.4120
2005060200 -0.1435 -0.3680
2005060300 -0.1636 -0.3840
2005072100 -0.1662 -0.5220
2005072200 -0.2380 -0.5980
2005072300 -0.1886 -0.5470
2006082000 -0.1938 -0.3320
2006082100 -0.1384 -0.2690
2007070100 -0.2007 -0.6490
2007070200 -0.2174 -0.6730
2007070300 -0.2851 -0.7420
2008080600 -0.2049 -0.5050
2008080700 -0.1364 -0.4320
2008082500 -0.1402 -0.3700
2008082600 -0.1751 -0.4000
2009070300 -0.1791 -0.5350
2010062000 -0.2159 -0.5110
2010073100 -0.1589 -0.4230
2010080100 -0.1527 -0.4110
2011080700 -0.1446 -0.3910
2011081500 -0.1365 -0.3610
2012071700 -0.1347 -0.3870
2012080700 -0.1414 -0.5230
2012080800 -0.1384 -0.5120
2012080900 -0.1832 -0.5440
2013060200 -0.1436 -0.3170
2013070100 -0.1563 -0.6270
2013080300 -0.1575 -0.3220
2014062900 -0.2822 -0.6760
2015070100 -0.1391 -0.3730
2015080300 -0.1454 -0.3980
2015081100 -0.1358 -0.3670
2016071300 -0.1826 -0.4700
2016080300 -0.1758 -0.4690
2016082700 -0.1523 -0.3430
2017070200 -0.1862 -0.4820
2017082400 -0.1455 -0.2400
2017082500 -0.1537 -0.2510
2018060100 -0.1955 -0.3690
2018061600 -0.2105 -0.3180
2018070700 -0.1354 -0.4320
2018071200 -0.2365 -0.5540
2018071300 -0.3027 -0.6230
2018071400 -0.1611 -0.4840
2018072200 -0.1657 -0.5120
2018073000 -0.1851 -0.4920
2018073100 -0.1563 -0.4500
2018081500 -0.1490 -0.3240
2019060200 -0.1455 -0.3820
2019070800 -0.1857 -0.5510
2019070900 -0.2444 -0.6070
2019071000 -0.1917 -0.5500
2019071900 -0.1544 -0.4330
